,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
243,037270,KOSPI,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작",2003-08-01,12월,양민석,http://www.ygplus.com,서울특별시
249,000500,KOSPI,가온전선,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08,12월,윤재인,http://www.gaoncable.com,경기도
251,000860,KOSPI,강남제비스코,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",1975-11-12,12월,"황익준,김재현(각자대표이사)",http://www.jevisco.com,부산광역시
254,035250,KOSPI,강원랜드,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,문태곤,http://kangwonland.high1.com,강원도
256,011420,KOSPI,갤럭시아에스엠,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고",1989-11-14,12월,이반석,http://galaxiasme.com,서울특별시
262,002100,KOSPI,경농,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조",1977-06-30,12월,이병만,http://www.knco.co.kr,서울특별시
263,009450,KOSPI,경동나비엔,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,12월,손연호,http://www.kdnavien.co.kr,경기도
264,267290,KOSPI,경동도시가스,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,12월,"송재호, 나윤호",http://www.kdgas.co.kr,울산광역시
265,012320,KOSPI,경동인베스트,기타 금융업,지주회사,1997-03-07,12월,조진수,http://www.kdinvest.co.kr,경기도
267,000050,KOSPI,경방,종합 소매업,"섬유류(면사,면혼방사,면직물,면혼방직물,화섬사,화섬직물) 제조,도매,수출입",1956-03-03,12월,"김준, 김담",http://www.kyungbang.co.kr,서울특별시
268,214390,KOSPI,경보제약,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,12월,김태영,http://www.kbpharma.co.kr,충청남도
269,012610,KOSPI,경인양행,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,12월,"김흥준,조성용 (각자대표이사)",http://www.kyungin.co.kr,인천광역시
270,009140,KOSPI,경인전자,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20,12월,김성은,http://www.kie.co.kr,서울특별시
272,013580,KOSPI,계룡건설,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30,12월,"한승구, 이승찬",http://www.krcon.co.kr,대전광역시
273,012200,KOSPI,계양전기,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,12월,정한수,http://www.keyang.co.kr,서울특별시
275,002140,KOSPI,고려산업,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,"전장열, 김영교(각자 대표이사)",http://www.hafeed.co.kr,부산광역시
278,010130,KOSPI,고려아연,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,"최창근, 이제중, 최윤범",http://www.koreazinc.co.kr,서울특별시
279,002240,KOSPI,고려제강,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",1976-05-25,12월,"이이문, 주종대 (각자대표)",http://www.kiswire.com,부산광역시
289,009290,KOSPI,광동제약,의약품 제조업,"의약품,식음료 제조,도매",1989-11-17,12월,최성원,http://www.ekdp.com,서울특별시
291,017040,KOSPI,광명전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,12월,"이재광,조광식",http://www.kmec.co.kr,경기도
292,017900,KOSPI,광전자,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16,12월,이석렬,http://www.auk.co.kr,전라북도
293,037710,KOSPI,광주신세계,종합 소매업,백화점,2002-02-07,12월,이동훈,http://www.gjshinsegae.com,광주광역시
299,030610,KOSPI,교보증권,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",2002-07-18,12월,"김해준, 박봉권 (각자대표)",http://www.iprovest.com,서울특별시
303,007690,KOSPI,국도화학,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05,12월,"이삼열, 이시창",http://www.kukdo.com,서울특별시
304,005320,KOSPI,국동,생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대",1996-12-24,12월,"변상기, 오창규",http://www.kd.co.kr,서울특별시
305,001140,KOSPI,국보,도로 화물 운송업,"화물자동차운송,콘테이너운송,수출입화물보관,도로운송,CY보관,하역",1989-12-02,12월,하현,http://www.kukbo.com,부산광역시
311,002720,KOSPI,국제약품,의약품 제조업,"항생제,안약,제약 제조,도매",1975-12-27,12월,"남영우,남태훈,안재만",http://www.kukjepharm.co.kr,경기도
314,083420,KOSPI,그린케미칼,기타 화학제품 제조업,"비이온계면활성제 제조,도매",2005-10-20,12월,양준화,http://www.korgc.com,충청남도
316,014530,KOSPI,극동유화,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,"장홍선, 장선우 (각자대표)",http://www.kdoc.co.kr,경상남도
321,014280,KOSPI,금강공업,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,"전장열, 이범호 (각자 대표이사)",http://www.kumkangkind.com,부산광역시
324,008870,KOSPI,금비,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,09월,고기영,http://www.e-kumbi.co.kr,경기도
325,001570,KOSPI,금양,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조",1976-12-17,12월,류광지,http://www.kyc.co.kr,부산광역시
326,002990,KOSPI,금호산업,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",1976-06-26,12월,서재환,http://www.kumhoenc.com,전라남도
328,011780,KOSPI,금호석유,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",1988-01-22,12월,"박찬구, 문동준",http://www.kkpc.com,서울특별시
330,214330,KOSPI,금호에이치티,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,2015-11-11,12월,"김진곤, 김두인(각자대표)",http://www.kumhoht.co.kr,광주광역시
331,001210,KOSPI,금호전기,전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",1973-11-15,12월,이홍민,http://www.khe.co.kr,서울특별시
332,073240,KOSPI,금호타이어,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,12월,전대진,http://www.kumhotire.co.kr,광주광역시
336,092440,KOSPI,기신정기,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,03월,윤현도,http://www.kishin.com,인천광역시
337,000270,KOSPI,기아차,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21,12월,"송호성,최준영(각자 대표이사)",http://www.kia.co.kr,서울특별시
338,024110,KOSPI,기업은행,은행 및 저축기관,은행업,2003-12-24,12월,윤종원,http://www.kiupbank.co.kr,서울특별시
339,013700,KOSPI,까뮤이앤씨,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,12월,손병재,http://www.camusenc.com,경기도
341,004540,KOSPI,깨끗한나라,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입",1975-06-25,12월,"최현수, 김민환",http://www.kleannara.com,서울특별시
362,001260,KOSPI,남광토건,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",1976-12-28,12월,김근영,http://www.namkwang.co.kr,경기도
363,008350,KOSPI,남선알미늄,1차 비철금속 제조업,알미늄샷시 제조/환경사업,1978-05-22,12월,"장규한,이상일",http://www.namsun.co.kr,대구광역시
365,004270,KOSPI,남성,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대",1989-11-14,12월,윤봉수 윤성호,http://www.namsung.com,서울특별시
366,003920,KOSPI,남양유업,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매",1978-06-24,12월,이광범,http://www.namyangi.com,서울특별시
368,025860,KOSPI,남해화학,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",1995-11-10,12월,하형수,http://www.nhchem.co.kr,서울특별시
387,005720,KOSPI,넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,"강병중, 강호찬, 배중열",http://www.nexencorp.co.kr,경상남도
389,002350,KOSPI,넥센타이어,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",1976-05-19,12월,대표이사 회장 강병중 대표이사 사장 강호찬,http://www.nexentire.com,경상남도
393,003580,KOSPI,넥스트사이언스,기타 비금속광물 광업,"무연탄채굴,원유,유전개발,가스전 개발/부동산 임대",1990-03-23,12월,이을규,http://www.dongwoncorp.com,강원도
399,251270,KOSPI,넷마블,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,"권영식, 이승원(각자 대표집행임원)",http://company.netmarble.com,서울특별시
404,000320,KOSPI,노루홀딩스,기타 금융업,지주사업,1973-08-10,12월,"한영재,김용기",http://www.norooholdings.co.kr,경기도
410,006280,KOSPI,녹십자,의약품 제조업,"알부민외 제조,판매",1989-08-01,12월,허은철,http://www.greencross.com,경기도
415,005250,KOSPI,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",1978-08-28,12월,"허일섭, 허용준",http://www.greencross.com,경기도
418,004370,KOSPI,농심,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",1976-06-30,12월,"신동원, 박 준",http://www.nongshim.com,서울특별시
419,072710,KOSPI,농심홀딩스,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",2003-07-30,12월,신동원,http://www.nongshimholdings.co.kr,서울특별시
435,058730,KOSPI,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02,12월,한상원,http://www.dasco.kr,전라남도
436,023590,KOSPI,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27,12월,김윤덕,http://www.daou.co.kr,경기도
443,019680,KOSPI,대교,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",2004-02-03,12월,박수완,http://www.daekyo.co.kr,서울특별시
445,006370,KOSPI,대구백화점,종합 소매업,"백화점운영,임대사업(백화점 코너)",1988-10-10,12월,구정모,http://www.debec.co.kr,대구광역시
446,008060,KOSPI,대덕,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",1989-01-26,12월,김영재,http://www.daeduckholdings.com,경기도
451,000490,KOSPI,대동공업,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",1975-06-27,12월,"김준식, 원유현",http://www.daedong.co.kr,대구광역시
455,008110,KOSPI,대동전자,통신 및 방송 장비 제조업,"통신음향,전자기계기구용 플라스틱제품 제조,도매",1990-06-05,03월,김명성,http://www.daidong.com,서울특별시
457,005750,KOSPI,대림B&Co,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",1992-12-23,12월,강태식,http://www.daelimbnco.com,경상남도
458,001880,KOSPI,대림건설,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매",1977-12-22,12월,조남창,http://www.daelimcon.co.kr,인천광역시
459,000210,KOSPI,대림산업,토목 건설업,"산업플랜트공사,건축,토목,폴리에틸렌,폴리부텐,각종폴리머 제조,기술용역",1976-02-02,12월,"김상우, 배원복 (각자 대표이사)",http://www.daelim.co.kr,서울특별시
462,006570,KOSPI,대림통상,기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역",1975-11-20,12월,"고은희, 이지용",http://www.dlt.co.kr,서울특별시
467,001680,KOSPI,대상,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",1970-04-01,12월,임정배,http://www.daesang.co.kr,서울특별시
472,128820,KOSPI,대성산업,연료 소매업,"주요소운영,기계판매 등",2010-07-30,12월,"김영대, 지관(각자대표)",http://www.daesung.co.kr,서울특별시
473,117580,KOSPI,대성에너지,연료용 가스 제조 및 배관공급업,천연가스,2010-12-24,12월,대표이사 김영훈 대표이사 우중본,http://www.taegugas.co.kr,대구광역시
477,016710,KOSPI,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대",1999-12-22,12월,대표이사 김영훈 대표이사 김정주,http://www.taegugas.co.kr,대구광역시
486,003540,KOSPI,대신증권,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",1975-10-01,12월,오익근,http://www.daishin.com,서울특별시
490,009190,KOSPI,대양금속,1차 철강 제조업,스테인레스 냉연강판 제조,1994-04-29,12월,조상종,http://www.daiyangmetal.co.kr,충청남도
493,014160,KOSPI,대영포장,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조",1990-03-06,12월,"권혁홍, 권택환",http://www.dypc.co.kr,경기도
494,047040,KOSPI,대우건설,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",2001-03-23,12월,김형,http://daewooenc.co.kr,서울특별시
495,009320,KOSPI,대우부품,자동차 신품 부품 제조업,"전해콘덴서,복합부품,전자튜너 제조",1989-08-25,12월,"서준교,서중호(각자 대표)",http://www.dwecc.com,전라북도
496,042660,KOSPI,대우조선해양,선박 및 보트 건조업,선박 제조,2001-02-02,12월,이성근,http://www.dsme.co.kr,경상남도
497,003090,KOSPI,대웅,기타 금융업,"지주회사/의약품,화공약품,농예약품,위생용품,의료용구,식품,전기전자기구,부품 제조,판매",1973-06-26,12월,윤재춘,http://www.daewoong.com/,경기도
498,069620,KOSPI,대웅제약,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",2002-11-01,12월,"전승호, 윤재춘",http://www.daewoong.co.kr,경기도
500,000430,KOSPI,대원강업,자동차 신품 부품 제조업,"차량용스프링,기계부속,시트,타이어체인,합성수지제품,철도용스파이크 제조,도매",1977-06-22,12월,"허재철, 허승호, 유병우",http://www.dwku.com,충청남도
503,006340,KOSPI,대원전선,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대",1988-05-04,12월,서명환,http://www.daewoncable.co.kr,충청남도
505,003220,KOSPI,대원제약,의약품 제조업,"의약품(해열소염진통제,진해거담제,동맥경화용제,혈압강하제 등), 건강기능식품(프로바이오틱스 등)",1999-12-15,12월,"백승호,백승열",http://www.daewonpharm.com,서울특별시
506,024890,KOSPI,대원화성,플라스틱제품 제조업,"합성피혁,벽지,DMF(폐용수)정제,방수투습원단,화공약 임가공,제조,도매,수출입",1997-10-28,12월,강동엽,http://www.daewon21.co.kr,서울특별시
508,002880,KOSPI,대유에이텍,자동차 신품 부품 제조업,자동차부품(자동차용 시트)제조,1977-02-18,12월,권의경,http://www.dayouat.co.kr,광주광역시
510,000300,KOSPI,대유플러스,통신 및 방송 장비 제조업,"유,무선 통신장비",1975-06-09,12월,조상호,http://www.dayouplus.co.kr,광주광역시
515,012800,KOSPI,대창,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매",1989-12-05,12월,"조시영, 김옥렬",http://www.brassone.com,경기도
516,015230,KOSPI,대창단조,자동차 신품 부품 제조업,"자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조",1989-07-25,12월,박권일,http://www.dcf.co.kr,경상남도
523,001070,KOSPI,대한방직,직물직조 및 직물제품 제조업,"면사,화섬사,면직물 제조,판매,건설",1973-12-28,12월,"설 범, 김 인호",http://www.thtc.co.kr,서울특별시
525,006650,KOSPI,대한유화,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조",1999-08-11,12월,정영태,http://www.kpic.co.kr,서울특별시
526,001440,KOSPI,대한전선,절연선 및 케이블 제조업,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",1968-12-27,12월,나형균,http://www.taihan.com,경기도
527,084010,KOSPI,대한제강,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조",2005-10-31,12월,"이경백, 한성민 각자대표",http://www.idaehan.com,부산광역시
528,001790,KOSPI,대한제당,"곡물가공품, 전분 및 전분제품 제조업","제당,가축용 배합사료,설탕,기능성감미료(자일로올리고당),외식산 제조,도소매/부동산 임대",1968-12-27,12월,김기영,http://www.ts.co.kr,인천광역시
530,001130,KOSPI,대한제분,"곡물가공품, 전분 및 전분제품 제조업","소맥분,토코밀,프리믹스,밀가루조제품,제분부산물 제조/파스타 수입,판매",1970-11-25,12월,"이건영, 송인석",http://www.dhflour.co.kr,서울특별시
531,003490,KOSPI,대한항공,항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",1966-03-18,12월,"조원태, 우기홍",http://www.koreanair.com,서울특별시
533,005880,KOSPI,대한해운,해상 운송업,"외항화물운송,국제해운대리점",1992-04-23,12월,김만태,http://www.korealines.co.kr,서울특별시
534,003830,KOSPI,대한화섬,화학섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조",1985-12-23,12월,박재용,http://www.daehansf.co.kr,서울특별시
535,016090,KOSPI,대현,봉제의복 제조업,"여성의류 및 악세사리류 제조,도매,유통(백화점)",1990-09-20,12월,신현균,http://www.daehyun.co.kr,서울특별시
536,069460,KOSPI,대호에이엘,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역",2002-11-11,12월,"노영호,최병철",http://www.daeho-al.com,대구광역시
544,012510,KOSPI,더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",응용 소프트웨어 개발 및 공급업,1988-10-28,12월,김용우,http://www.douzone.com,강원도
549,004830,KOSPI,덕성,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매",1987-09-25,12월,이봉근,http://www.duksung21.com,경기도
552,024900,KOSPI,덕양산업,자동차 신품 부품 제조업,"자동차부품(CRASH PAD,TRIM PANEL) 제조,판매",1997-06-23,12월,"윤성희, 손동인, 한상욱(각자대표이사)",http://www.duckyang.co.kr,울산광역시
561,145720,KOSPI,덴티움,의료용 기기 제조업,치과용 기기 제조업,2017-03-15,12월,"강희택, 유재홍",http://www.dentium.co.kr,서울특별시
565,002150,KOSPI,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2010-08-12,12월,"김영윤, 박승우, 곽준상",http://www.dohwa.co.kr,서울특별시
570,001230,KOSPI,동국제강,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매",1988-05-09,12월,"장세욱, 김연극",http://www.dongkuk.co.kr,서울특별시
572,023450,KOSPI,동남합성,기초 화학물질 제조업,"계면활성제,정밀화학품 제조,도매/부동산 임대",1996-12-24,12월,"김정돈, 박미령 (각자대표)",http://www.dongnamchem.com,충청남도
573,004140,KOSPI,동방,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업",1988-08-10,12월,"김형곤, 성경민",http://www.dongbang.co.kr,서울특별시
575,007590,KOSPI,동방아그로,"비료, 농약 및 살균, 살충제 제조업","농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매",1977-06-29,12월,"염병만, 염병진",http://www.dongbangagro.co.kr,서울특별시
576,005960,KOSPI,동부건설,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역",1978-10-30,12월,허상희,http://dbcon.dongbu.co.kr,서울특별시
578,026960,KOSPI,동서,음·식료품 및 담배 도매업,"식품 유통, 다류 및 연포장재 제조 등",2016-07-15,12월,김종원,http://www.dongsuh.com,서울특별시
579,002210,KOSPI,동성제약,의약품 제조업,"의약품,화장품 제조,도매",1990-01-19,12월,이양구,http://dongsung-pharm.co.kr,서울특별시
582,005190,KOSPI,동성화학,기초 화학물질 제조업,"화합물,화학제품(폴리우레탄수지,접착제,표면처리제,특수도료,폴리올) 제조",1988-07-01,12월,이경석,http://www.dschem.co.kr,부산광역시
584,000640,KOSPI,동아쏘시오홀딩스,기타 금융업,"의약품(피로회복제/박카스,병원용의약품),비의약품(의료기기,염모제,가글제) 제조,도소매/화장품 생산",1970-02-10,12월,한종현,http://www.donga.co.kr,서울특별시
585,170900,KOSPI,동아에스티,의약품 제조업,"스티렌, 자이데나",2013-04-08,12월,엄대식 (단독대표),http://www.donga.co.kr,서울특별시
587,028100,KOSPI,동아지질,기반조성 및 시설물 축조관련 전문공사업,"보링그라우팅공사,토공사,철근콘크리트공사,상하수도공사,비계구조물해체공사,수중공사/지질조사,시공감리",2009-06-12,12월,최재우,http://www.dage.co.kr,부산광역시
588,282690,KOSPI,동아타이어,고무제품 제조업,타이어 및 튜브,2017-11-29,12월,김상헌,http://www.dongahtire.co.kr,경상남도
590,001520,KOSPI,동양,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘/건설공사/산업용 송풍기,1976-06-25,12월,정진학,http://www.tongyanginc.co.kr,서울특별시
593,084670,KOSPI,동양고속,육상 여객 운송업,고속버스 운송/부동산 임대,2005-07-25,12월,백남근,http://www.dyexpress.co.kr,경기도
594,002900,KOSPI,동양물산,특수 목적용 기계 제조업,"농기계,연초용필터,금속제양식기,철강압연 제조,도매,수출입/신문서적 수출입,판매",1973-06-26,12월,"김희용, 김도훈",http://www.tym.co.kr,서울특별시
595,082640,KOSPI,동양생명,보험업,생명보험,2009-10-08,12월,"뤄젠룽(Luo, Jian Rong)",http://www.myangel.co.kr,서울특별시
599,008970,KOSPI,동양철관,1차 철강 제조업,"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설",1977-03-05,12월,한흥수,http://www.dysp.co.kr,충청남도
604,049770,KOSPI,동원F&B,기타 식품 제조업,"참치캔,음료,냉동식품 제조,판매",2000-11-23,12월,김재옥,http://www.dw.co.kr,서울특별시
606,018500,KOSPI,동원금속,자동차 신품 부품 제조업,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",1995-11-10,03월,"이은우, 박승룡",http://www.dwmic.com,경상북도
607,006040,KOSPI,동원산업,어로 어업,"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)",1989-03-07,12월,이명우,http://www.dw.co.kr,서울특별시
608,030720,KOSPI,동원수산,어로 어업,"원양어업/수산물 제조,가공/참치어류 냉동냉장업",1996-11-22,12월,단독대표이사 사장 왕기철,http://www.dongwonfish.co.kr,서울특별시
609,014820,KOSPI,동원시스템즈,플라스틱제품 제조업,포장용 플라스틱제품 제조 외,1994-03-29,12월,조점근,http://dongwonsystems.com/,경기도
611,163560,KOSPI,동일고무벨트,고무제품 제조업,"산업용고무제품, 종합고무부품",2012-10-19,12월,이윤환,http://www.drbworld.com,부산광역시
614,004890,KOSPI,동일산업,1차 철강 제조업,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매",2005-06-30,12월,"오순택, 오승민",http://www.dongil.co.kr,경상북도
615,002690,KOSPI,동일제강,1차 철강 제조업,"PC강연선, 경강선, 도금선, 마봉강",2015-09-24,12월,"김익중, 김우진, 김준년",http://www.dongil-steel.com,경기도
619,000020,KOSPI,동화약품,의약품 제조업,"의약품 제조,판매,수출입",1976-03-24,12월,박기환,http://www.dong-wha.co.kr,서울특별시
620,000150,KOSPI,두산,회사 본부 및 경영 컨설팅 서비스업,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",1973-06-29,12월,"박정원, 동현수, 김민철",http://www.doosancorp.co.kr,서울특별시
622,241560,KOSPI,두산밥캣,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power",2016-11-18,12월,스캇성철박,http://www.doosanbobcat.com,서울특별시
624,042670,KOSPI,두산인프라코어,특수 목적용 기계 제조업,"굴삭기,엔진 제조,도소매",2001-02-02,12월,"손동연, 고석범",http://www.doosaninfracore.com,인천광역시
625,034020,KOSPI,두산중공업,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",2000-10-25,12월,"박지원,정연인",http://www.doosanheavy.com,경상남도
626,336260,KOSPI,두산퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,2019-10-18,12월,유수경,http://www.doosanfuelcell.com,전라북도
629,016740,KOSPI,두올,자동차 신품 부품 제조업,시트 커버 및 시트 원단,2016-07-29,12월,"조인회, 정재열",http://www.idual.co.kr,서울특별시
636,192650,KOSPI,드림텍,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등",2019-03-14,12월,"김형민, 박찬홍(각자대표)",http://www.idreamtech.co.kr,경기도
640,024090,KOSPI,디씨엠,1차 철강 제조업,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매",1999-08-18,12월,정연택,http://www.dcmcorp.co.kr,경상남도
641,003160,KOSPI,디아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",1996-07-31,12월,"박원호, 장일선",http://www.di.co.kr,서울특별시
642,092200,KOSPI,디아이씨,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역",2007-10-18,12월,김정렬,http://dicorp.co.kr,울산광역시
657,013570,KOSPI,디와이,기타 금융업,"자동차부품,유공압기기,소각로,자동세차기,하훼유통,발효기,모터 제조",1989-05-30,12월,김지현,http://www.dy.co.kr,인천광역시
658,210540,KOSPI,디와이파워,특수 목적용 기계 제조업,유공압기기 등,2015-01-15,12월,박치웅,http://power.dy.co.kr,경상남도
671,007340,KOSPI,디티알오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김원종,http://www.x-probattery.co.kr,울산광역시
673,026890,KOSPI,디피씨,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전자레인지용 고압변성기,리엑터,디지탈위성방송수신기 제조",1997-11-25,12월,도용환,http://www.dpc.co.kr,경기도
